180	66649.07
181	71557.20
182	104553.23
183	146851.52
184	84260.95
185	45174.69
186	82361.65
187	81442.86
188	50502.19
189	79702.26
190	110446.90
191	75699.44
192	67503.21
193	73766.55
194	36399.65
195	43163.20
196	38840.68
197	80371.32
198	18026.82
199	85988.31
200	102507.56
201	93286.89
202	52103.19
203	55553.46
204	114909.34
205	83537.46
206	87731.72
207	91617.41
208	102210.94
209	88419.44
210	45414.19
211	87438.29
212	64126.76
213	118107.59
214	98191.91
215	37362.90
216	118854.72
217	66670.86
218	70782.20
219	83328.04
220	58981.50
221	66391.82
222	74701.94
223	77135.03
224	75561.75
225	32020.88
226	79579.67
227	90405.02
228	50098.55
229	44028.52
230	93718.15
231	39307.68
232	79082.30
233	70326.26
234	97690.88
235	65586.67
236	66481.36
237	105380.30
238	69886.47
239	59373.90
240	99083.76
241	105943.67
242	77994.23
243	88827.61
244	73616.03
245	106114.07
246	63683.60
247	48810.04
248	50165.75
249	101489.65
250	109432.37
251	123097.44
252	88007.29
253	89855.72
254	125187.72
255	105686.49
256	78597.41
257	104797.60
258	85066.63
259	90163.08
260	142470.39
261	96118.68
262	76419.15
263	54729.74
264	93872.13
265	36813.56
266	51158.71
267	88408.49
268	59683.31
269	105616.22
270	69842.65
271	128411.96
272	63936.61
273	67855.37
274	76434.77
275	41619.33
276	83899.95
277	52392.56
278	42229.99
279	95827.42
280	77976.96
281	65546.76
282	82557.05
283	58250.35
284	47447.25
285	80803.21
286	56790.00
287	105515.73
288	89560.17
289	74123.62
290	57296.50
291	68530.24
292	87807.49
293	40326.15
294	77977.65
295	72500.78
296	112808.98
297	86745.87
298	102839.09
299	75930.55
300	97440.68
301	129624.40
302	90710.02
303	61784.61
304	64952.74
305	105375.47
306	80313.64
307	61263.12
308	72140.88
309	83618.59
310	65654.32
311	90686.53
312	68920.89
313	50993.22
314	56504.77
315	59622.21
316	102069.41
317	88662.25
318	94630.70
319	96613.39
320	57522.83
321	99946.72
322	76633.22
323	49305.48
324	131059.49
325	125748.08
326	93570.19
327	97007.07
328	116758.06
329	95847.68
330	48172.36
331	63712.19
332	56605.43
333	72874.00
334	54864.02
335	70804.47
336	44366.61
337	62181.53
338	66020.37
339	71649.24
340	77341.92
341	77898.81
342	63981.14
343	73658.40
344	44273.88
345	93214.66
346	106902.75
347	103182.02
348	113618.41
349	52641.06
350	115474.00
351	60370.69
352	64976.11
353	46128.87
354	55995.41
355	118296.76
356	25567.85
357	57233.77
358	101753.78
359	54672.81
360	105764.53
361	71641.96
362	72293.03
363	91068.32
364	96625.88
365	58685.57
366	66506.88
367	29368.97
368	124193.19
369	95398.47
370	93036.04
371	72170.01
372	104057.55
373	97785.35
